f1_macro,accuracy,tn,fp,fn,tp,size,vector,wrapper_duration,archive_duration
0.6559633027522935,0.7266666666666667,41,49,33,177,33,1101101011111110110000101010011000110011011011000110010110010,391.4431071281433,374.98639822006226
0.6232958622339153,0.72,32,58,26,184,38,0101011110111001110001110000111010111001111111101101110101100,421.0171444416046,403.05845832824707
0.6211231203007518,0.7133333333333334,33,57,29,181,53,1111111111101101110111111111111110111111101111111110110101111,499.4850609302521,478.296115398407
0.6358247544575997,0.7433333333333333,30,60,17,193,43,1111111111010101111111011111111000111110011101001101010100011,446.44078278541565,427.9238922595978
0.5955056179775281,0.69,31,59,34,176,8,0000100010101000000100000100000000001000000000000100000000000,240.16937065124512,230.37182903289795
0.6676136363636365,0.74,41,49,29,181,41,1111001111111010111011010110001110001011111100110110111001111,435.1919894218445,416.3757998943329
0.6053575699593399,0.7066666666666667,30,60,28,182,43,1100101111101010111001110001111101111111011101111111001001111,444.8549790382385,425.97869896888733
0.5868068140630662,0.6833333333333333,30,60,35,175,34,0011100011100111111001010110100000000111111110110110111001001,392.39511346817017,375.5937223434448
0.6392139107797223,0.7166666666666667,38,52,33,177,32,1111101111110000011101000100011101111000011010100100111100000,385.0149931907654,368.9273462295532
0.626365657170784,0.7366666666666667,29,61,18,192,52,1111111111110111111111110111101111111111111011110101001111011,490.9792845249176,470.4876375198364
0.6281617725819039,0.73,31,59,22,188,26,1101010000111011100010111110100001110000100011010000000000011,346.9516215324402,332.39833402633667
0.6222357418752388,0.7033333333333334,36,54,35,175,35,1111010110101001001000111011011001010101101110110011100100111,400.2247166633606,383.38989186286926
0.6088888888888889,0.7066666666666667,31,59,29,181,37,1000010110111111010101010101001011100101111101111011100001111,406.4331045150757,388.77410364151
0.6846590909090908,0.7533333333333333,43,47,27,183,55,1111111111111111111111111111111011111111010111110111110101111,510.5367066860199,488.8517973423004
0.6338015111481945,0.7366666666666667,31,59,20,190,44,0111111011111101100101110111110101011111111111111100000010111,452.96866059303284,433.7403042316437
0.6142270861833106,0.6866666666666666,38,52,42,168,10,1100000000100000100001001000100000000000001000000100100000000,242.60798263549805,232.2956566810608
0.6247358053802246,0.71,35,55,32,178,50,1110111111111101111101111111111011101111101110110100111111101,476.68705320358276,456.6945161819458
0.6232958622339153,0.72,32,58,26,184,43,1111111111110000001111101100111001111100110110111111011111010,442.2082109451294,423.69901514053345
0.5981596878457864,0.6933333333333334,31,59,33,177,39,0111111011111011100110001010101110110110011100110011010101111,421.590558052063,403.82853269577026
0.6406371406371407,0.7533333333333333,29,61,13,197,52,0111111111111101111111110011111111111110111110100111111011111,485.2049560546875,464.6893057823181
0.621971476029555,0.7066666666666667,35,55,33,177,38,1011010110101001110111110010110110110010010011110011111111010,409.58083939552307,392.1358859539032
0.6021049929405724,0.69,33,57,36,174,35,1111111110101011100000110111000011111011101110000001101000011,384.97323870658875,368.1424264907837
0.6504330979489268,0.7233333333333334,40,50,33,177,53,1111111111111101011111101111111111111111101110111111110111001,489.5089542865753,468.68923354148865
0.694685762326878,0.77,41,49,20,190,46,1111110111111111101111011111101111111101000111100011110000111,450.9972150325775,431.91989064216614
0.6266666666666667,0.72,33,57,27,183,51,1111101111111110111111111111111111111101111111001110011010011,477.3301818370819,456.88954615592957
0.6824936571221458,0.7566666666666667,41,49,24,186,20,1001000110001000110001010011110010010000001100000000110010000,303.13870072364807,290.3097929954529
0.6355555555555555,0.7266666666666667,34,56,26,184,27,0111010010111000011001010000100101100001010110100110110010100,352.50088000297546,337.3874554634094
0.619482496194825,0.7,36,54,36,174,35,1011110010111110001001011100100011111011101101101100010010110,396.89996314048767,379.85010051727295
0.6523432067862607,0.75,33,57,18,192,41,1111111011111011111111101000101101011000111011000100111111100,428.6891601085663,410.5440366268158
0.6477461481184489,0.7266666666666667,38,52,30,180,41,0110001110101011101110011111011011011011111000111011111101101,419.67809987068176,401.3629651069641
